epoch,train_acc,test_acc,sparsity,update_attention
1,99.93455505371094,92.58999633789062,1.0,True
2,99.99591064453125,92.91999816894531,1.0,False
epoch,train_acc,test_acc,sparsity,update_attention
1,99.96114349365234,92.81999206542969,1.0,True
2,99.9918212890625,92.95999908447266,1.0,False
3,100.0,93.28999328613281,1.0,False
4,100.0,93.3699951171875,1.0,True
5,100.0,93.44999694824219,1.0,True
6,100.0,93.50999450683594,1.0,True
7,100.0,93.44999694824219,1.0,True
8,99.99795532226562,93.31999969482422,1.0,True
9,100.0,93.30999755859375,1.0,False
10,97.22881317138672,89.70999908447266,0.9803015144720046,True
11,99.94477844238281,92.57999420166016,0.9803015144720046,False
12,99.9918212890625,92.43999481201172,0.9803015144720046,False
13,100.0,92.47999572753906,0.9803015144720046,False
14,98.6604232788086,90.69000244140625,0.9371097388484493,True
15,99.91614532470703,91.9699935913086,0.9371097388484493,False
16,99.98567962646484,92.15999603271484,0.9371097388484493,False
17,100.0,92.5199966430664,0.9371097388484493,False
18,97.19813537597656,88.94000244140625,0.9119950322558388,True
19,99.89569854736328,91.80999755859375,0.9119950322558388,False
20,99.97750854492188,92.14999389648438,0.9119950322558388,False
21,99.99591064453125,92.20999145507812,0.9119950322558388,False
22,100.0,92.2199935913086,0.9119950322558388,False
23,98.73200988769531,90.38999938964844,0.8989547038327527,True
24,99.79548645019531,90.77999877929688,0.8989547038327527,False
25,99.99795532226562,91.54999542236328,0.8989547038327527,False
26,100.0,91.68999481201172,0.8989547038327527,False
27,98.68701171875,90.1500015258789,0.8625245799841308,True
28,99.79548645019531,90.98999786376953,0.8625245799841308,False
29,99.98567962646484,91.4699935913086,0.8625245799841308,False
30,100.0,91.74999237060547,0.8625245799841308,False
31,96.67253112792969,88.43999481201172,0.833373581260565,True
32,99.86502075195312,90.77999877929688,0.833373581260565,False
33,99.9406967163086,91.2699966430664,0.833373581260565,False
34,99.99591064453125,91.53999328613281,0.833373581260565,False
35,99.99591064453125,91.55999755859375,0.833373581260565,False
36,99.99795532226562,91.39999389648438,0.833373581260565,False
37,96.9015884399414,88.06999969482422,0.8185048470003795,True
38,99.8322982788086,90.91999816894531,0.8185048470003795,False
39,99.97955322265625,91.02999877929688,0.8185048470003795,False
40,100.0,91.20999908447266,0.8185048470003795,False
41,98.1798095703125,88.8499984741211,0.7955635284782834,True
42,99.78526306152344,90.27000427246094,0.7955635284782834,False
43,99.9652328491211,90.73999786376953,0.7955635284782834,False
44,99.99386596679688,90.8499984741211,0.7955635284782834,False
45,100.0,90.86000061035156,0.7955635284782834,False
46,95.5272445678711,86.64999389648438,0.7841101183289061,True
47,99.76276397705078,90.08000183105469,0.7841101183289061,False
48,99.9652328491211,90.5,0.7841101183289061,False
49,99.99795532226562,90.69999694824219,0.7841101183289061,False
50,99.99795532226562,90.69000244140625,0.7841101183289061,False
51,100.0,90.56999969482422,0.7841101183289061,False
52,96.4598388671875,87.47999572753906,0.7629627074205678,True
53,99.7688980102539,90.09000396728516,0.7629627074205678,False
54,99.98159790039062,90.44999694824219,0.7629627074205678,False
55,100.0,90.58000183105469,0.7629627074205678,False
56,96.7154769897461,88.0,0.7417118018422051,True
57,99.71163177490234,89.87000274658203,0.7417118018422051,False
58,99.96727752685547,89.91999816894531,0.7417118018422051,False
59,99.99591064453125,90.41000366210938,0.7417118018422051,False
60,99.99795532226562,90.43000030517578,0.7417118018422051,False
61,99.99795532226562,90.44999694824219,0.7417118018422051,False
62,94.18766784667969,85.25999450683594,0.7297064201193638,True
63,99.84456634521484,89.54000091552734,0.7297064201193638,False
64,99.99591064453125,89.97000122070312,0.7297064201193638,False
65,99.99795532226562,90.0,0.7297064201193638,False
66,100.0,90.1500015258789,0.7297064201193638,False
67,96.66844177246094,87.2699966430664,0.7181495152999621,True
68,99.80979919433594,89.83999633789062,0.7181495152999621,False
69,99.98977661132812,89.94999694824219,0.7181495152999621,False
70,99.99386596679688,90.22000122070312,0.7181495152999621,False
71,99.99795532226562,90.18000030517578,0.7181495152999621,False
72,100.0,90.1500015258789,0.7181495152999621,False
73,97.11837005615234,87.27999877929688,0.6969676061682823,True
74,99.8670654296875,89.87000274658203,0.6969676061682823,False
75,99.98567962646484,89.9800033569336,0.6969676061682823,False
76,100.0,90.04000091552734,0.6969676061682823,False
77,95.15093231201172,86.16999816894531,0.6809259323144858,True
78,99.87115478515625,89.80000305175781,0.6809259323144858,False
